COUNTSTATIONID,COUNTDATE,COUNTDIR,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
501,20240611,P,711,500,494,640,1366,4538,7705,7947,7923,7759,7421,7070,6422,6713,5763,5031,4472,4545,6360,5939,5178,4149,2585,1476,6/11/2024
501,20240611,S,994,653,564,568,1382,4574,8300,8554,7914,7779,7728,7721,7467,7343,7856,6870,6452,6470,7704,6169,5559,4476,3332,2050,6/11/2024
501,20240612,P,792,549,453,661,1383,4595,7665,8019,7961,7677,6963,6592,6541,6446,5955,4767,4034,4630,6147,6118,5448,4560,2857,1746,6/12/2024
501,20240612,S,1110,682,528,590,1415,4825,8213,8438,7456,7787,7696,7715,7339,7300,7797,7489,8124,8067,8101,6622,5443,4970,3697,2341,6/12/2024
501,20240613,P,1010,576,496,726,1402,4558,7473,7984,7502,6864,7093,6755,4928,6218,5416,4760,4236,4310,6114,5656,5783,4823,3314,1872,6/13/2024
501,20240613,S,1267,770,589,663,1402,4764,8226,8438,7447,7923,7739,7603,7364,7156,6806,6427,6198,6797,7007,6292,5901,4611,3852,2295,6/13/2024
501,20240614,P,1039,715,572,743,1327,4020,7178,7619,7673,7067,6825,6712,6361,6004,4961,4558,5317,6035,5234,4595,5264,5273,4815,3299,6/14/2024
501,20240614,S,1450,1026,738,720,1341,4294,7817,8378,8116,7831,7662,8021,8009,7938,7823,7557,7947,7822,7054,7207,6179,6621,5648,6488,6/14/2024
501,20240615,P,2437,1344,936,745,893,1810,3352,4847,6197,6925,7277,6894,7052,6505,6422,6640,7548,6582,6080,5778,6112,5515,4935,3817,6/15/2024
501,20240615,S,5450,2187,1618,862,946,1788,3615,5262,7203,8076,8310,8158,8087,7744,7910,7658,7580,7077,6766,7073,6246,6612,6338,7045,6/15/2024
501,20240616,P,2630,1701,1163,827,780,1237,2184,3388,4580,6007,7141,7567,7482,7215,6129,6041,7253,5029,7050,6654,5686,4746,2996,1889,6/16/2024
501,20240616,S,6122,3011,2469,1113,790,1133,1982,3015,4811,6884,7834,8103,8185,8095,8158,8295,8054,7285,7588,6498,5992,4944,3976,3607,6/16/2024
501,20240617,P,988,620,483,694,1383,4380,7436,7929,8055,7595,7074,6771,6688,6463,6171,5206,4680,4772,6655,6129,4958,3743,2684,1788,6/17/2024
501,20240617,S,1399,938,672,608,1355,4597,8140,8568,7799,7680,7300,7749,7909,7630,8072,7822,7344,7443,7406,6172,5157,5603,3903,3550,6/17/2024
501,20240618,P,962,580,466,689,1418,4600,7675,7658,7403,6959,6444,5302,5282,5997,5755,4988,4359,4800,6026,6164,5124,4126,2699,1590,6/18/2024
501,20240618,S,1420,787,671,623,1373,4741,8331,8324,7908,7642,7657,7722,7880,7947,8316,8213,8449,8268,8129,6414,5616,5561,4499,2311,6/18/2024
501,20240619,P,900,590,479,708,1351,4124,7326,7760,7267,7536,6663,6330,6629,6425,5872,5104,4782,5118,6574,5937,5363,4330,2856,1643,6/19/2024
501,20240619,S,1396,810,584,628,1356,4470,8068,8423,8018,7872,7723,7944,7878,8046,8312,8179,7788,7656,8039,6576,5818,6108,4729,2444,6/19/2024
501,20240620,P,909,553,491,734,1455,4453,7505,7928,7954,7368,7266,6922,6240,6226,4853,5072,4180,4967,5445,4997,4575,4365,3469,2065,6/20/2024
501,20240620,S,1283,774,578,657,1381,4720,8212,8369,7869,7805,7751,7808,7877,7935,8176,8124,7884,7669,7255,7009,5379,5068,4723,5469,6/20/2024
501,20240621,P,1378,712,595,735,1345,4002,6907,7747,7084,6605,5193,5630,6200,5723,4989,4170,4286,5540,6778,6558,5895,5353,4337,2760,6/21/2024
501,20240621,S,2616,1247,870,760,1338,4288,7763,8297,8120,7890,7125,7741,7862,7871,7919,8130,7907,8099,8009,6701,6075,6336,5614,3554,6/21/2024
501,20240623,P,1780,1488,844,620,828,1430,2303,3403,5273,6775,7839,7917,7056,6539,6929,6793,7055,6731,6581,5524,4894,4079,2719,1648,6/23/2024
501,20240623,S,2928,2481,2110,1257,890,1148,1989,3124,4508,6437,7837,7935,7242,7052,7182,7413,7402,7116,6903,5587,5363,4889,3428,2372,6/23/2024
501,20240624,P,964,639,516,754,1445,4410,7292,8051,7639,7488,7261,6944,6603,6743,6297,5585,5137,5139,4907,5098,4446,3964,2440,1395,6/24/2024
501,20240624,S,1408,886,670,656,1362,4613,8173,8300,7304,7649,7449,6846,6464,7151,8058,8494,8415,8345,7411,5897,4609,4127,2966,1665,6/24/2024
501,20240625,P,839,506,428,697,1431,4647,7407,8119,7710,6994,6554,7112,7255,6080,5559,4919,4669,5047,6631,6081,5246,4122,2938,3869,6/25/2024
501,20240625,S,1073,696,531,625,1496,4779,8062,8284,7774,7688,6699,6364,6042,6787,7072,7368,6950,6339,6652,6255,5441,4720,3971,3334,6/25/2024
501,20240626,P,1301,584,485,736,1451,4679,7432,7852,7811,7151,6585,6397,6503,5898,4235,3929,3854,3558,5748,6002,5358,4386,3072,3953,6/26/2024
501,20240626,S,1276,782,565,614,1483,5015,8286,7866,7957,7817,7263,7564,7895,7990,7961,7552,7179,7357,7267,6532,5461,5036,3670,2460,6/26/2024
501,20240627,P,1353,698,515,0,813,4534,7356,7253,7496,6623,5571,6201,5836,4872,5086,4956,5247,5607,6242,6583,5370,4733,3287,2071,6/27/2024
501,20240627,S,1436,740,661,678,1397,4838,8214,8518,7890,7378,7855,7884,7629,7986,8229,7905,7135,6847,7298,7081,5793,5151,4922,4480,6/27/2024
501,20240628,P,1547,1077,681,792,1401,4031,6940,7460,7602,7195,6725,6445,6309,5800,5466,5132,5747,5174,5713,6266,5614,5207,4322,3277,6/28/2024
501,20240628,S,5986,2116,886,749,1397,4447,7890,8467,8012,7868,7706,7970,7872,7651,7865,8068,7906,7648,7427,7229,6089,5673,5587,5872,6/28/2024
501,20240629,P,2300,1522,978,771,1031,1999,3400,4565,5917,7249,7699,7206,6869,6697,6745,6259,6593,5454,5797,6383,5313,5279,4607,3088,6/29/2024
501,20240629,S,3663,2227,1734,961,969,1805,3380,4982,6539,7637,8076,8238,8104,8098,8099,7733,8226,7971,7121,6584,6117,5726,5443,3863,6/29/2024
501,20240630,P,2097,1458,1194,814,812,1376,2205,3360,4451,6260,7300,7374,7664,7072,7091,6849,7158,6155,6355,5480,4588,3994,3544,2471,6/30/2024
501,20240630,S,3440,2742,2081,1059,818,1198,2127,3238,4640,6437,7476,8148,8357,8364,8111,8482,7961,8245,7779,5973,5417,4649,3496,2276,6/30/2024
501,20240701,P,1007,598,471,731,1429,4402,7558,7973,7677,7228,7018,6700,6670,6480,5756,5078,4971,5015,6301,5249,4519,3665,2473,1405,7/1/2024
501,20240701,S,1355,840,647,651,1430,4574,8286,8671,8005,7549,7526,7692,7839,7797,8471,7918,8467,8448,7685,5933,4754,4794,3796,2002,7/1/2024
501,20240702,P,749,524,450,710,1448,4516,7629,8119,8002,7439,7175,7033,6676,6546,5620,5043,4189,4376,5238,6243,5043,3965,2942,1573,7/2/2024
501,20240702,S,1080,721,547,589,1399,4545,8294,8646,8019,5816,6175,7764,7917,7950,8348,8357,8001,7545,7345,6325,5438,5214,4372,2186,7/2/2024
501,20240703,P,931,604,571,742,1427,4452,7226,7689,7552,6974,7145,6604,6239,6165,5195,4310,4130,4598,5912,6099,5407,4540,3723,2361,7/3/2024
501,20240703,S,1413,893,671,667,1421,4453,7896,8334,8049,7781,7652,7921,8033,7996,8106,7885,7484,7171,7010,6522,5852,6350,5537,3177,7/3/2024
501,20240704,P,1332,929,669,680,869,1768,2894,3507,4512,5633,6109,6583,6810,6670,7034,7019,7194,6845,5829,4843,4622,3889,4640,3083,7/4/2024
501,20240704,S,1969,1315,951,636,940,1418,2537,3127,3788,4718,5596,6129,6554,6601,6759,6733,6711,5968,5679,5080,4430,4612,7603,5896,7/4/2024
501,20240705,P,1619,975,702,653,887,2216,4223,5135,6052,6858,7544,7331,7236,7090,6620,6822,6958,7464,5909,1161,4375,4590,3744,2641,7/5/2024
501,20240705,S,2863,1767,1195,754,928,2103,4360,5600,6162,7146,7549,7761,7904,8250,7993,8208,8258,7720,7592,6053,5438,5835,6925,3589,7/5/2024
501,20240706,P,1455,958,769,646,753,1468,2883,3791,5641,7177,7723,7535,7478,7211,7230,7267,7379,7687,7032,6160,5328,4918,4264,3203,7/6/2024
501,20240706,S,2209,1468,1254,756,771,1310,2624,3791,5107,6495,7577,8021,7996,8223,8328,8027,7706,8161,8077,6967,6124,6772,5913,3770,7/6/2024
501,20240707,P,2407,1187,902,687,763,1269,2085,2851,4188,5969,7270,7703,7920,5966,6159,6973,6822,6641,6451,5480,4618,3566,2381,1392,7/7/2024
501,20240707,S,2757,2031,1797,885,835,1068,1978,2820,4224,6187,7543,7625,7949,8251,8388,8772,8422,7692,6766,5677,5291,4344,3561,2237,7/7/2024
501,20240708,P,903,588,507,715,1367,4421,7544,8041,7833,7352,7398,7432,6832,6630,6456,5152,4788,4968,6475,5385,4561,3603,2393,1285,7/8/2024
501,20240708,S,1196,799,605,628,1314,4427,7836,8490,8031,7851,7470,7703,7807,7837,8308,8442,8292,8242,7592,5804,4771,4253,3028,1704,7/8/2024
501,20240709,P,820,519,467,675,1450,4561,7394,8138,7744,7655,5814,6116,4929,6236,6439,5309,4349,5025,6625,5785,4957,4010,2477,1376,7/9/2024
501,20240709,S,938,666,567,545,1338,4570,8241,8565,7669,7781,7750,7803,7860,7895,8306,8617,8231,8057,8035,6085,5429,4572,3151,1867,7/9/2024
501,20240710,P,837,544,503,644,1441,4680,7688,8062,7962,7496,7118,6798,6771,6439,5283,4678,4543,4478,6556,6751,5573,4288,3359,2589,7/10/2024
501,20240710,S,1090,711,582,603,1384,4694,8326,8444,7944,7533,7660,7922,7840,7875,7984,7789,7054,6709,7710,6517,5743,4995,3462,2971,7/10/2024
501,20240711,P,1002,669,553,723,1445,4483,5540,6880,7806,7099,7119,6809,6599,6386,5424,4550,4214,4002,5618,6811,5936,4721,3306,1999,7/11/2024
501,20240711,S,1364,796,648,665,1398,4661,8142,8287,7888,7769,7742,7901,7864,7436,7306,7575,7701,7818,6701,5877,5852,5038,3752,3658,7/11/2024
501,20240712,P,1104,753,582,735,1462,4151,7110,7592,7311,7548,6664,6546,6162,5936,5675,4896,4762,5480,6890,6570,5516,4930,3900,2921,7/12/2024
501,20240712,S,1738,1035,816,737,1459,4319,7894,8440,8196,7732,7479,7408,7053,6834,6972,7212,7095,7267,7202,6193,5820,5711,5331,5794,7/12/2024
501,20240713,P,2051,1294,872,808,1074,2062,3700,4976,6256,7206,7046,6959,6868,6434,7104,6855,7052,5227,7126,6581,5553,5292,4160,3196,7/13/2024
501,20240713,S,3983,1941,1503,868,956,1819,3571,5285,6652,7637,8141,8052,7530,7101,7092,6908,7120,6991,5831,5398,5818,6436,5715,5494,7/13/2024
501,20240714,P,2074,1383,1034,755,804,1464,2379,3128,4386,6182,7239,7239,7341,7167,7168,7305,7079,6999,6364,5274,4461,3822,2890,1786,7/14/2024
501,20240714,S,3347,2193,1955,1033,857,1153,2175,3240,4626,6506,7535,7276,7069,6829,6841,7519,7787,7921,7220,5675,5031,4460,3848,2293,7/14/2024
501,20240715,P,908,600,543,697,1489,4480,7491,8056,7798,7187,7123,6731,6654,6571,6123,5121,4364,3037,5612,5406,4381,3355,2218,1311,7/15/2024
501,20240715,S,1414,859,644,686,1361,4458,7544,8358,7891,7638,7330,7180,7219,7198,8008,8077,7867,7674,6316,5453,4557,3975,2929,1654,7/15/2024
501,20240716,P,712,536,503,694,1418,4566,7722,8279,7705,7671,7391,6988,6192,5999,5568,4529,4216,5265,7128,6012,4982,3991,2681,1561,7/16/2024
501,20240716,S,1007,659,553,599,1408,4678,8372,8511,7797,7467,7640,7759,7514,7539,8164,8021,7891,6545,8221,6558,5542,4720,3762,3196,7/16/2024
501,20240717,P,842,582,504,732,1363,4688,7602,8546,7369,7209,5948,5604,6557,6351,5612,4859,4070,4779,6416,5929,5485,4336,2965,1622,7/17/2024
501,20240717,S,1236,714,643,653,1452,4670,8332,8450,7895,7812,7675,7905,7988,6423,7756,8313,8262,8559,7483,6905,5997,4887,3539,2350,7/17/2024
501,20240718,P,912,608,519,754,1454,4464,7662,7977,7867,7175,6924,6833,6567,6373,5769,5597,4302,4609,6878,6636,5646,4783,3229,1752,7/18/2024
501,20240718,S,1167,801,605,660,1474,4554,8151,8475,7171,7627,7745,7796,7736,7994,8366,8013,8309,8222,8125,6917,5886,5222,4846,2882,7/18/2024
501,20240719,P,1001,705,622,780,1397,4091,6931,7743,7057,7735,6818,6722,6619,6035,5604,4741,4518,5295,6141,6631,5376,4911,4542,2861,7/19/2024
501,20240719,S,1576,1061,841,740,1411,4271,7802,8183,8028,7586,7301,7928,8056,8255,8183,8105,7764,8041,7477,7178,6078,6333,6832,4457,7/19/2024
501,20240720,P,1830,1207,959,760,1001,1986,3358,4505,5922,7015,7245,7014,6867,7247,6971,7023,6651,7357,7404,7202,5141,3368,4127,2981,7/20/2024
501,20240720,S,2561,1856,1666,876,905,1888,3541,5115,6645,7815,8214,8079,8194,8140,7936,8125,8013,7081,7629,7266,6824,5282,6003,4546,7/20/2024
501,20240721,P,2122,1234,956,734,809,1189,2081,2961,4440,6438,7718,8036,7065,7008,7005,7110,7400,7081,6071,5377,4774,3752,2509,1450,7/21/2024
501,20240721,S,2658,1866,1752,904,802,1029,2246,3502,4715,6332,7735,8008,8117,8037,8001,8412,8605,7651,7118,5964,5914,4640,3503,2366,7/21/2024
501,20240722,P,892,601,500,715,1439,4376,7551,8057,7813,7315,7321,6975,6714,6591,5976,5099,4508,5277,6642,5522,4596,3669,2542,1381,7/22/2024
501,20240722,S,1328,881,705,611,1384,4321,7934,8493,7875,7724,7442,7872,7881,7849,8137,8531,8406,8485,7984,5979,4850,4743,4318,2199,7/22/2024
501,20240723,P,815,566,449,697,1372,4515,7808,8477,8150,7413,7247,7041,6963,6738,5944,4819,4193,4866,6141,6692,5253,3972,2731,1657,7/23/2024
501,20240723,S,1282,694,601,598,1412,4487,8506,8352,8185,7868,7573,7832,7943,7661,8270,8176,7802,7185,7631,6666,5548,6005,4176,3811,7/23/2024
501,20240724,P,912,618,511,764,1388,4586,7427,7550,8025,7783,6418,6594,6300,6010,5377,4939,4000,4160,5625,5918,5433,4466,2845,1605,7/24/2024
501,20240724,S,1514,795,724,667,1437,4635,8231,8503,6319,7949,7659,7857,7856,7768,7885,7823,6943,6651,6900,6870,5723,4816,3855,2266,7/24/2024
501,20240725,P,898,639,526,714,1452,4540,7608,7565,7961,7211,6757,5937,6536,6692,6060,4776,4660,4244,6016,6491,5568,4751,3113,1635,7/25/2024
501,20240725,S,1296,855,670,666,1453,4571,8297,8412,7774,7601,7696,7832,7780,7644,7784,7542,7196,7687,7850,6775,5820,4997,4289,2582,7/25/2024
501,20240726,P,1013,749,574,781,1391,4118,6850,7804,7509,7520,6867,7123,6468,6327,5014,4147,3884,5051,6683,6915,5468,4817,4185,2800,7/26/2024
501,20240726,S,1595,973,822,709,1418,4183,7107,8316,8267,7779,7795,7867,8036,8137,8222,8018,7461,7778,7815,6930,5779,5376,4869,3666,7/26/2024
501,20240727,P,1885,1273,962,772,914,1751,3311,4673,6116,7313,5142,3290,3034,4405,7222,7060,7194,7389,7265,6362,5379,5318,4699,4559,7/27/2024
501,20240727,S,2544,1970,1553,913,896,1631,3338,4902,6635,7708,7096,7628,7569,7598,7958,8225,7388,7936,7492,6902,6080,6197,6589,6875,7/27/2024
501,20240728,P,2942,1503,1088,803,789,1293,2105,3261,4540,6346,7011,7230,7209,7368,7062,7075,6888,7018,6773,6152,5123,4020,2942,1842,7/28/2024
501,20240728,S,4496,2373,1991,967,747,1032,1967,2920,4662,6480,7525,8274,8236,7884,7874,7586,7369,7323,6608,6039,5976,4877,4395,2439,7/28/2024
501,20240729,P,923,678,643,780,1444,4369,7323,7968,7820,7646,7217,6848,6551,6311,5874,4828,4567,5118,6410,5215,4450,3629,2444,1386,7/29/2024
501,20240729,S,1404,863,682,657,1360,4353,8000,8169,7495,7406,7360,7513,7578,7228,7408,7083,7264,7230,6626,5598,4704,4073,2862,1809,7/29/2024
501,20240730,P,827,546,459,757,1458,4524,7472,7811,8035,7576,7201,6762,6069,6248,5699,4677,4359,4978,6707,6198,5124,4264,2987,1613,7/30/2024
501,20240730,S,1235,702,572,614,1435,4669,7906,8252,7821,7833,7635,7584,7183,7030,7235,6935,7186,7400,7319,6301,5294,4584,4910,2626,7/30/2024
501,20240731,P,898,547,508,731,1387,4566,7509,7234,7747,7336,6386,6856,6609,6708,5910,4791,4192,3724,5376,6417,5668,4428,3034,1794,7/31/2024
501,20240731,S,1281,811,654,647,1461,4636,8177,8321,7899,7886,7724,7896,7403,7519,7503,7153,7237,7248,7276,6249,5622,4913,3991,3676,7/31/2024
501,20240801,P,982,679,543,751,1482,4550,7754,8248,7788,7527,6922,6302,6596,6538,5448,4611,4476,4957,6552,4523,5597,4821,3422,2225,8/1/2024
501,20240801,S,1551,910,715,686,1426,4709,8243,8434,7932,7697,7677,7744,7744,7290,6928,6837,7038,7558,7143,5967,5537,5292,3922,2762,8/1/2024
501,20240802,P,1075,684,563,779,1434,4057,7035,7279,7479,7056,6882,6713,6287,6370,5539,4538,4325,6058,6461,6397,5909,5033,4345,3440,8/2/2024
501,20240802,S,1578,986,779,690,1421,4113,7786,8327,7851,7683,7738,7899,7813,7286,7115,7117,7160,7197,7187,6328,5890,5488,4893,3417,8/2/2024
501,20240803,P,1783,1247,928,858,1006,1818,3322,4318,5870,6955,7053,6998,7017,7027,6372,7357,6965,6626,7091,6660,5738,5597,4990,3158,8/3/2024
501,20240803,S,2556,1992,1572,879,884,1740,3407,5066,6529,7636,8111,8137,7656,7319,7483,6914,6770,6831,6893,6336,6019,5899,6679,6576,8/3/2024
501,20240804,P,2616,1368,1061,868,803,1204,1916,2871,4283,5887,6971,6545,6684,7071,6717,6947,6920,6915,6493,5493,4764,3816,2392,1495,8/4/2024
501,20240804,S,3112,2243,1958,908,818,1093,1909,3031,4621,6410,7593,7829,7497,7152,7766,8286,7995,7797,6545,5712,5431,4409,3826,2266,8/4/2024
501,20240805,P,867,546,541,724,1392,4325,7612,7826,7767,7401,7366,6879,6575,6959,6130,5178,4609,3478,5176,5010,4287,3196,2033,1204,8/5/2024
501,20240805,S,1407,909,697,628,1432,4477,8071,8327,7912,7455,7023,6306,6913,6872,7863,8514,8276,7965,7274,5455,4344,3700,2815,1885,8/5/2024
501,20240806,P,733,564,449,697,1445,4486,7505,7850,7720,7606,7268,6777,6514,6717,5810,4830,4295,4156,6036,5846,5087,3736,2690,1409,8/6/2024
501,20240806,S,996,690,559,636,1395,4370,8196,8407,7751,7052,7059,6838,7118,7625,7072,7827,7274,7293,7426,6305,5489,5451,4764,2632,8/6/2024
501,20240807,P,823,573,489,679,1481,4563,7522,7801,7599,7383,6854,6903,6559,6556,6230,5078,4065,4688,6259,6034,5347,4190,2684,1406,8/7/2024
501,20240807,S,1160,771,588,631,1441,4639,8201,8184,7569,7606,7546,7778,7913,8137,8541,8468,8247,8166,7579,6493,5589,5729,4222,2127,8/7/2024
501,20240808,P,815,568,516,762,1451,4266,7458,7840,7745,7253,7362,6019,5604,5293,6164,4931,3048,3616,5951,5579,4732,3908,2631,1629,8/8/2024
501,20240808,S,1334,791,644,643,1494,4468,8156,8286,7352,7345,7725,7504,7777,8033,8019,8513,7766,6414,7700,6235,5408,4509,3709,2237,8/8/2024
501,20240809,P,933,640,546,759,1410,4005,6999,7613,7902,7368,7020,7188,6473,5858,5042,4795,4755,5801,6741,6595,5708,4825,3919,2771,8/9/2024
501,20240809,S,1618,994,730,712,1409,4033,7792,8483,8066,7809,8001,7889,8113,7957,8076,7736,7875,8300,7771,6901,5967,5966,5384,4082,8/9/2024
501,20240810,P,1722,1185,923,729,863,1773,3310,4619,6124,7174,7149,7058,6688,7169,6207,4384,5908,6506,6851,6415,5831,4938,4316,3570,8/10/2024
501,20240810,S,2842,1896,1649,890,808,1567,3217,4671,5750,7192,7786,8163,8265,8320,8073,6939,7292,7831,7867,7297,6764,7199,6094,4074,8/10/2024
501,20240811,P,2393,1358,1143,771,742,1250,2259,2946,4375,6312,7569,7971,7822,7350,6971,5775,6176,6685,6439,5111,4667,3684,2612,1632,8/11/2024
501,20240811,S,2565,2332,2135,927,798,1051,1916,2822,4168,6138,7462,8042,8205,8435,8071,7746,8264,8381,7976,6351,5560,4270,3568,2196,8/11/2024
501,20240812,P,862,620,498,717,1494,4303,7539,7736,7557,6995,7060,7362,5988,5604,4744,4522,4751,5469,6104,5555,4421,3406,2202,1284,8/12/2024
501,20240812,S,1220,827,700,676,1378,4385,8263,8022,7440,7137,7413,7607,7622,7116,8225,8220,8071,8393,7598,5766,4736,3866,2789,1862,8/12/2024
501,20240813,P,761,514,447,671,1450,4437,7797,8019,7821,7740,7333,6629,6316,6644,5380,4004,3875,4229,5360,5711,4469,3879,2713,2427,8/13/2024
501,20240813,S,946,624,544,623,1399,4558,8383,8334,7883,7937,7629,7660,7862,8086,8362,8314,8093,8475,7803,6286,5067,4527,3701,2133,8/13/2024
501,20240814,P,884,544,445,710,1367,4504,7859,8136,8037,7424,7333,5675,6199,6042,5192,4810,4864,4711,6297,6172,5435,4071,3145,1525,8/14/2024
501,20240814,S,1118,691,563,601,1439,4318,7731,8363,8108,8020,7700,7783,7782,7956,8333,8392,8019,7850,8186,6799,5618,4589,3478,2077,8/14/2024
501,20240815,P,882,612,511,712,1513,4383,7597,7668,7914,7264,6370,6345,6323,5650,4149,3068,3336,4388,6430,6824,5739,4498,3036,1791,8/15/2024
501,20240815,S,1143,756,577,627,1454,4575,8126,7783,7248,7031,7111,6630,7689,7764,7948,8034,7114,8256,7982,7362,5932,4960,4062,4208,8/15/2024
501,20240816,P,1016,660,546,732,1350,3962,7163,7414,7701,7348,7010,6450,6147,5939,5180,4571,4180,5262,6039,6977,6265,5248,4382,3890,8/16/2024
501,20240816,S,1584,977,792,720,1366,4127,7696,8234,7834,7828,7666,7932,8148,7939,8031,7405,6434,6297,5879,6730,6388,6208,5888,5253,8/16/2024
501,20240817,P,1895,1144,928,756,967,1737,3189,4546,6150,7317,6831,6909,6915,6642,6646,6255,6747,6654,7523,7097,5815,5198,4276,4550,8/17/2024
501,20240817,S,2736,1894,1645,882,889,1651,3665,5365,6672,7418,8230,8019,7183,6963,6942,6784,6749,6603,6668,6924,6770,7292,6124,5493,8/17/2024
501,20240818,P,2925,1491,1063,777,819,1282,2106,3048,4424,6421,7156,7372,6738,6519,7090,7133,7922,6719,6346,5500,4840,4007,2531,1630,8/18/2024
501,20240818,S,4609,2523,2070,1101,891,1065,2172,3297,4603,5785,6675,7750,7367,6962,6959,6931,7005,6367,6383,6677,7404,7844,5439,2310,8/18/2024
501,20240819,P,880,581,472,727,1503,4304,7597,7708,7965,7202,7619,7297,7327,6827,5493,5585,4946,4587,5511,5078,4555,3446,2959,2859,8/19/2024
501,20240819,S,1424,828,618,667,1411,4345,8009,8746,7922,7811,7734,7888,8180,6316,7501,7884,7702,6828,7089,5621,4722,3719,2863,1751,8/19/2024
501,20240820,P,926,540,423,705,1462,4547,7759,8167,7221,7183,7546,7183,6723,6597,4914,4327,4469,4656,6177,6003,5272,3939,3262,2157,8/20/2024
501,20240820,S,1039,664,521,622,1434,4630,8134,8277,7109,6606,7463,7765,7535,7122,7192,6994,7310,7557,7917,6958,6128,4519,3436,2049,8/20/2024
501,20240821,P,881,606,475,703,1430,4453,7624,8162,7982,7655,7614,7431,7062,6865,5764,5265,4261,5101,5405,5557,4660,3776,2313,1387,8/21/2024
501,20240821,S,1077,632,569,669,1474,4685,8278,8437,7609,6609,6608,6248,6026,6783,8162,8150,7499,7513,7820,6518,5540,4340,3271,2122,8/21/2024
501,20240822,P,805,603,523,709,1462,4474,7281,8490,7976,7580,7744,7344,6805,6546,5398,5164,4106,2778,5525,6133,4994,4244,3361,1599,8/22/2024
501,20240822,S,999,700,563,643,1444,4652,8388,8516,7943,7936,7776,8022,8041,8119,8016,7409,6896,5383,6729,6585,5646,5031,3872,3266,8/22/2024
501,20240823,P,933,649,563,715,1353,4021,7073,7639,7619,6201,5453,6587,6148,6251,5414,4318,4507,5583,6690,7121,6162,5481,5412,3574,8/23/2024
501,20240823,S,1477,939,740,695,1362,4208,8005,8393,7960,7652,7825,7818,7968,7906,8195,8335,8198,6997,7584,7126,6058,5399,4893,3898,8/23/2024
501,20240824,P,1819,1191,945,764,919,1848,3276,4568,5932,6681,7322,6937,6790,7223,6771,7147,7269,7507,7455,6763,6279,5645,4636,3412,8/24/2024
501,20240824,S,2514,1772,1595,866,740,1016,2139,3279,4399,4964,5619,8233,8382,8276,8429,8445,8402,8281,8127,7232,6526,5890,5222,4468,8/24/2024
501,20240825,P,2232,1427,1136,751,744,1224,2079,3024,4482,6434,7728,7758,8007,7585,6229,7214,7425,6337,5415,5583,4964,3447,2175,1273,8/25/2024
501,20240825,S,2536,2145,2079,1022,823,1218,2182,3452,5106,6860,7597,7944,7709,7346,7907,8327,8728,8560,7783,6447,5258,4030,3226,1929,8/25/2024
501,20240826,P,892,511,473,667,1445,4307,7614,8142,7747,7402,7183,7115,7335,7186,6186,5146,4616,4857,6035,5435,4543,3376,2102,1130,8/26/2024
501,20240826,S,1204,744,567,595,1374,4342,8115,8608,7821,7439,7434,7787,7860,8016,8701,8510,8313,8341,7461,5579,4858,4486,2753,1796,8/26/2024
501,20240827,P,681,505,450,693,1426,4330,6488,7714,7511,7327,7491,7495,7116,7029,5746,5193,4533,4854,6236,6317,5242,3880,2397,1510,8/27/2024
501,20240827,S,967,686,531,627,1454,3693,2794,4064,4209,6729,7516,7722,7864,7941,8003,7983,7459,7539,8017,6338,5908,5019,3285,2932,8/27/2024
501,20240828,P,812,538,475,668,1385,4474,6189,7977,7683,7445,7450,7154,6633,6621,5447,4628,4453,4736,6185,6176,5375,4054,2808,2164,8/28/2024
501,20240828,S,1540,728,568,653,1396,4614,8169,7839,7467,7514,7607,7649,7896,7427,7604,7689,7570,7396,7817,6636,6007,5218,3321,2354,8/28/2024
501,20240829,P,933,653,502,716,1449,4458,5924,7935,7653,7528,7627,6909,6282,6103,5249,4836,4401,5181,6330,6161,5432,4522,3583,2636,8/29/2024
501,20240829,S,1276,716,659,666,1458,4552,7888,8660,7890,7767,7820,7866,7872,8152,8137,8230,7310,7556,8188,7436,5880,5237,5191,3681,8/29/2024
501,20240830,P,1154,721,630,758,1400,3890,6767,6927,7127,6755,6797,6427,6072,5665,4967,4352,4352,5667,2736,3562,3239,2798,2464,2343,8/30/2024
501,20240830,S,1667,1060,790,750,1386,4005,7533,8276,7950,7797,7832,8005,8168,8009,8121,7994,7656,7490,6579,5999,5761,6307,4819,3402,8/30/2024
501,20240831,P,1445,1170,898,728,845,1504,2756,4049,5296,6354,7079,7011,6852,6717,6719,5948,7117,7421,6656,6110,5695,5166,4168,3975,8/31/2024
501,20240831,S,2481,2050,1506,899,1005,1497,2824,4390,5743,6750,7789,7851,8038,7841,7153,7741,7635,7591,7251,6525,5735,6874,5128,3539,8/31/2024
501,20240901,P,2006,1436,1118,795,751,1216,2050,2983,4046,5747,6738,7503,7524,6841,7453,5946,4617,6517,5963,5578,5174,4469,3336,2125,9/1/2024
501,20240901,S,2786,2861,1905,978,836,1118,1794,2571,3967,6036,7134,7613,7779,7777,7713,7296,7054,6757,6873,6262,6099,4882,3712,2643,9/1/2024
