DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/13/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,46,1,Good
3/13/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,48,1,Good
3/13/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,15,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/14/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,40,1,Good
3/14/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,23,1,Good
3/14/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,6,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/15/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,46,1,Good
3/15/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,61,2,Moderate
3/15/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,15,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/16/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,47,1,Good
3/16/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,58,2,Moderate
3/16/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,15,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/17/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,44,1,Good
3/17/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,24,1,Good
3/17/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,10,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/18/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,51,2,Moderate
3/18/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,47,1,Good
3/18/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,15,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/19/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,51,2,Moderate
3/19/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,36,1,Good
3/19/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,23,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/20/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,46,1,Good
3/20/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,52,2,Moderate
3/20/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,25,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/21/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,51,2,Moderate
3/21/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,39,1,Good
3/21/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,17,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/22/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,54,2,Moderate
3/22/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,30,1,Good
3/22/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,26,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/23/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,50,1,Good
3/23/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,43,1,Good
3/23/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,25,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/24/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,49,1,Good
3/24/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,62,2,Moderate
3/24/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,26,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/25/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,40,1,Good
3/25/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,56,2,Moderate
3/25/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,12,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/26/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,49,1,Good
3/26/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,73,2,Moderate
3/26/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM10,23,1,Good
DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName
3/27/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,OZONE,54,2,Moderate
3/27/2024,0,MST,Denver-Boulder,CO,39.9003,-105.042,PM2.5,42,1,Good
